"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 0002358","Distributor","WARE-NMK1003","27/10/18","16/2/19","4/3/19","9/3/19","USD",23,49,165,29,1,0.075,"1512.19","2479.00"
"SO - 0002359","Distributor","WARE-NMK1003","27/10/18","16/2/19","4/3/19","14/3/19","USD",25,1,196,9,4,0.3,"1881.56","2726.90"
"SO - 0002360","In-Store","WARE-NMK1003","27/10/18","17/2/19","26/2/19","27/2/19","USD",6,17,120,1,2,0.05,"906.31","1118.90"
"SO - 0002361","In-Store","WARE-NMK1003","27/10/18","17/2/19","27/2/19","28/2/19","USD",4,11,183,38,1,0.05,"1010.96","1279.70"
"SO - 0002362","In-Store","WARE-NMK1003","27/10/18","17/2/19","8/3/19","12/3/19","USD",10,25,106,41,2,0.1,"3292.38","3919.50"
"SO - 0002363","Online","WARE-NBV1002","27/10/18","17/2/19","12/3/19","17/3/19","USD",14,33,72,35,4,0.075,"835.16","1855.90"
"SO - 0002364","Wholesale","WARE-XYS1001","27/10/18","17/2/19","10/3/19","11/3/19","USD",27,7,26,25,2,0.05,"1423.88","1849.20"
"SO - 0002365","In-Store","WARE-NMK1003","27/10/18","17/2/19","22/2/19","1/3/19","USD",10,46,120,45,1,0.2,"2636.45","5272.90"
"SO - 0002366","In-Store","WARE-PUJ1005","27/10/18","17/2/19","21/2/19","1/3/19","USD",11,21,311,25,5,0.05,"141.84","194.3"
"SO - 0002367","Online","WARE-UHY1004","27/10/18","17/2/19","27/2/19","7/3/19","USD",19,9,227,33,5,0.05,"643.87","1038.50"
"SO - 0002368","Distributor","WARE-PUJ1005","27/10/18","17/2/19","17/3/19","27/3/19","USD",22,5,278,12,2,0.05,"2375.82","5279.60"
"SO - 0002369","In-Store","WARE-UHY1004","27/10/18","17/2/19","7/3/19","13/3/19","USD",2,45,247,15,8,0.2,"2111.91","3705.10"
"SO - 0002370","In-Store","WARE-PUJ1005","27/10/18","17/2/19","26/2/19","28/2/19","USD",3,13,318,6,5,0.15,"101.04","194.3"
"SO - 0002371","In-Store","WARE-UHY1004","27/10/18","17/2/19","2/3/19","11/3/19","USD",6,27,237,7,1,0.05,"879.04","1098.80"
"SO - 0002372","In-Store","WARE-UHY1004","27/10/18","17/2/19","10/3/19","16/3/19","USD",11,27,242,21,7,0.075,"1409.68","1762.10"
"SO - 0002373","Distributor","WARE-NMK1003","27/10/18","17/2/19","16/3/19","19/3/19","USD",22,9,94,17,5,0.05,"101.04","174.2"
"SO - 0002374","Online","WARE-NMK1003","27/10/18","17/2/19","27/2/19","9/3/19","USD",18,40,177,12,5,0.05,"1591.32","2525.90"
"SO - 0002375","Wholesale","WARE-MKL1006","27/10/18","18/2/19","16/3/19","20/3/19","USD",28,50,344,6,3,0.05,"1256.92","1876.00"
"SO - 0002376","In-Store","WARE-UHY1004","27/10/18","18/2/19","12/3/19","22/3/19","USD",7,3,227,26,5,0.15,"718.24","897.8"
"SO - 0002377","Wholesale","WARE-XYS1001","27/10/18","18/2/19","27/2/19","8/3/19","USD",27,5,48,7,4,0.075,"455.87","844.2"
"SO - 0002378","In-Store","WARE-PUJ1005","27/10/18","18/2/19","12/3/19","20/3/19","USD",1,42,318,41,7,0.1,"2202.42","3932.90"
"SO - 0002379","In-Store","WARE-XYS1001","27/10/18","18/2/19","27/2/19","7/3/19","USD",3,39,15,31,1,0.075,"2519.94","3999.90"
"SO - 0002380","In-Store","WARE-PUJ1005","27/10/18","18/2/19","5/3/19","10/3/19","USD",1,17,293,4,3,0.05,"820.08","964.8"
"SO - 0002381","In-Store","WARE-NMK1003","27/10/18","18/2/19","3/3/19","4/3/19","USD",11,33,132,19,4,0.1,"1462.61","1976.50"
"SO - 0002382","Online","WARE-XYS1001","27/10/18","19/2/19","2/3/19","11/3/19","USD",15,9,41,39,8,0.075,"401.06","978.2"
"SO - 0002383","In-Store","WARE-PUJ1005","27/10/18","19/2/19","5/3/19","11/3/19","USD",10,50,268,46,3,0.15,"3023.04","3778.80"
"SO - 0002384","Online","WARE-UHY1004","27/10/18","19/2/19","16/3/19","25/3/19","USD",13,17,258,42,1,0.075,"967.61","1165.80"
"SO - 0002385","Distributor","WARE-MKL1006","27/10/18","19/2/19","23/2/19","1/3/19","USD",21,4,367,44,8,0.1,"887.35","1152.40"
"SO - 0002386","Distributor","WARE-NMK1003","27/10/18","19/2/19","5/3/19","13/3/19","USD",23,46,143,33,8,0.1,"522.6","1045.20"
"SO - 0002387","Distributor","WARE-UHY1004","27/10/18","19/2/19","19/3/19","20/3/19","USD",23,44,208,5,3,0.15,"3767.21","6385.10"
"SO - 0002388","Online","WARE-NMK1003","27/10/18","19/2/19","24/2/19","28/2/19","USD",12,31,162,25,1,0.075,"1423.95","2686.70"
"SO - 0002389","In-Store","WARE-NMK1003","27/10/18","20/2/19","26/2/19","27/2/19","USD",4,35,102,14,5,0.05,"3201.73","6277.90"
"SO - 0002390","Wholesale","WARE-NMK1003","27/10/18","20/2/19","4/3/19","6/3/19","USD",26,49,117,45,8,0.075,"857.73","1159.10"
"SO - 0002391","Online","WARE-PUJ1005","27/10/18","20/2/19","3/3/19","7/3/19","USD",19,12,274,24,8,0.15,"671.34","1118.90"
"SO - 0002392","In-Store","WARE-NMK1003","27/10/18","20/2/19","10/3/19","15/3/19","USD",8,3,92,3,1,0.05,"844.2","1340.00"
"SO - 0002393","In-Store","WARE-XYS1001","27/10/18","20/2/19","13/3/19","17/3/19","USD",11,46,21,31,7,0.05,"1841.96","2331.60"
"SO - 0002394","In-Store","WARE-UHY1004","27/10/18","20/2/19","8/3/19","16/3/19","USD",4,43,228,8,4,0.05,"1406.73","2425.40"
"SO - 0002395","Online","WARE-NBV1002","27/10/18","20/2/19","22/2/19","2/3/19","USD",16,10,61,11,8,0.075,"688.02","1092.10"
"SO - 0002396","In-Store","WARE-NMK1003","27/10/18","20/2/19","15/3/19","25/3/19","USD",11,36,91,46,8,0.15,"614.99","917.9"
"SO - 0002397","In-Store","WARE-NMK1003","27/10/18","20/2/19","12/3/19","17/3/19","USD",2,34,197,43,7,0.1,"85.16","207.7"
"SO - 0002398","In-Store","WARE-XYS1001","27/10/18","20/2/19","20/3/19","27/3/19","USD",4,32,4,33,8,0.05,"1637.21","1996.60"
"SO - 0002399","Online","WARE-PUJ1005","27/10/18","20/2/19","13/3/19","14/3/19","USD",19,2,278,5,7,0.1,"103.18","234.5"
"SO - 0002400","In-Store","WARE-NMK1003","27/10/18","21/2/19","24/2/19","1/3/19","USD",2,49,168,17,1,0.1,"693.45","1005.00"
"SO - 0002401","In-Store","WARE-NBV1002","27/10/18","21/2/19","8/3/19","17/3/19","USD",6,46,77,6,6,0.075,"4060.60","5487.30"
"SO - 0002402","Online","WARE-NMK1003","27/10/18","21/2/19","10/3/19","16/3/19","USD",13,12,119,19,6,0.05,"3585.84","5976.40"
"SO - 0002403","Online","WARE-XYS1001","27/10/18","21/2/19","26/2/19","5/3/19","USD",19,25,21,12,8,0.2,"619.08","884.4"
"SO - 0002404","Online","WARE-XYS1001","27/10/18","21/2/19","1/3/19","11/3/19","USD",15,44,27,16,7,0.15,"4802.69","6157.30"
"SO - 0002405","Wholesale","WARE-XYS1001","27/10/18","22/2/19","14/3/19","20/3/19","USD",27,23,22,6,1,0.3,"694.66","964.8"
"SO - 0002406","In-Store","WARE-MKL1006","27/10/18","22/2/19","16/3/19","22/3/19","USD",8,50,340,39,8,0.1,"1557.08","3892.70"
"SO - 0002407","In-Store","WARE-XYS1001","27/10/18","22/2/19","19/3/19","21/3/19","USD",10,12,17,42,4,0.075,"179.96","227.8"
"SO - 0002408","In-Store","WARE-MKL1006","27/10/18","22/2/19","17/3/19","26/3/19","USD",7,44,358,40,5,0.05,"991.6","1340.00"
"SO - 0002409","Online","WARE-XYS1001","27/10/18","22/2/19","10/3/19","19/3/19","USD",17,6,6,21,4,0.075,"773.85","1105.50"
"SO - 0002410","In-Store","WARE-NMK1003","27/10/18","22/2/19","26/2/19","4/3/19","USD",8,18,124,23,5,0.05,"624.57","1058.60"
"SO - 0002411","Wholesale","WARE-NBV1002","27/10/18","22/2/19","11/3/19","14/3/19","USD",28,23,80,16,3,0.05,"2619.70","5695.00"
"SO - 0002412","Online","WARE-NMK1003","27/10/18","22/2/19","18/3/19","19/3/19","USD",17,31,179,27,2,0.15,"719.85","1058.60"
"SO - 0002413","Distributor","WARE-UHY1004","27/10/18","22/2/19","18/3/19","26/3/19","USD",22,47,242,20,6,0.075,"475.37","1105.50"
"SO - 0002414","Distributor","WARE-XYS1001","27/10/18","23/2/19","13/3/19","22/3/19","USD",25,46,50,19,8,0.15,"553.96","1045.20"
"SO - 0002415","Online","WARE-MKL1006","27/10/18","23/2/19","25/2/19","2/3/19","USD",17,45,334,11,3,0.075,"1061.28","1768.80"
"SO - 0002416","Online","WARE-NMK1003","27/10/18","23/2/19","2/3/19","6/3/19","USD",19,8,148,4,7,0.05,"393.96","804"
"SO - 0002417","In-Store","WARE-NBV1002","27/10/18","23/2/19","8/3/19","12/3/19","USD",7,44,62,28,6,0.05,"101.3","241.2"
"SO - 0002418","Distributor","WARE-XYS1001","27/10/18","23/2/19","10/3/19","14/3/19","USD",22,35,31,2,2,0.075,"2292.74","3953.00"
"SO - 0002419","Online","WARE-PUJ1005","27/10/18","23/2/19","6/3/19","13/3/19","USD",16,5,326,5,6,0.05,"3078.72","6036.70"
"SO - 0002420","In-Store","WARE-NMK1003","27/10/18","23/2/19","16/3/19","17/3/19","USD",8,16,91,16,1,0.15,"4338.25","6197.50"
"SO - 0002421","In-Store","WARE-NMK1003","27/10/18","23/2/19","26/2/19","28/2/19","USD",8,27,195,17,3,0.1,"3818.60","6472.20"
"SO - 0002422","Online","WARE-NMK1003","27/10/18","23/2/19","1/3/19","6/3/19","USD",13,32,195,13,5,0.3,"1463.28","2814.00"
"SO - 0002423","Online","WARE-NBV1002","27/10/18","23/2/19","10/3/19","14/3/19","USD",17,36,61,6,1,0.075,"168.04","221.1"
"SO - 0002424","In-Store","WARE-PUJ1005","27/10/18","23/2/19","23/3/19","28/3/19","USD",10,15,292,21,3,0.075,"1670.85","2257.90"
"SO - 0002425","Wholesale","WARE-MKL1006","27/10/18","24/2/19","28/2/19","10/3/19","USD",26,15,366,40,6,0.05,"1973.15","3946.30"
"SO - 0002426","In-Store","WARE-XYS1001","27/10/18","24/2/19","5/3/19","6/3/19","USD",8,21,20,35,6,0.3,"227.8","268"
"SO - 0002427","Distributor","WARE-XYS1001","27/10/18","24/2/19","13/3/19","16/3/19","USD",24,18,31,5,2,0.05,"4549.30","6499.00"
"SO - 0002428","Online","WARE-PUJ1005","27/10/18","24/2/19","20/3/19","27/3/19","USD",12,32,305,21,5,0.3,"515.9","938"
"SO - 0002429","In-Store","WARE-PUJ1005","27/10/18","24/2/19","7/3/19","17/3/19","USD",8,33,284,3,3,0.15,"450.24","938"
"SO - 0002430","Distributor","WARE-NMK1003","27/10/18","25/2/19","5/3/19","14/3/19","USD",21,20,125,24,5,0.15,"595.76","1145.70"
"SO - 0002431","In-Store","WARE-UHY1004","27/10/18","25/2/19","22/3/19","28/3/19","USD",10,24,237,38,2,0.05,"671.14","1065.30"
"SO - 0002432","Online","WARE-NBV1002","27/10/18","25/2/19","5/3/19","9/3/19","USD",18,16,60,35,1,0.1,"1562.44","3906.10"
"SO - 0002433","Distributor","WARE-MKL1006","27/10/18","25/2/19","18/3/19","19/3/19","USD",23,38,361,15,4,0.05,"2922.81","3845.80"
"SO - 0002434","Distributor","WARE-NMK1003","27/10/18","25/2/19","10/3/19","15/3/19","USD",21,47,120,35,4,0.1,"2922.81","3845.80"
"SO - 0002435","Online","WARE-XYS1001","27/10/18","25/2/19","12/3/19","22/3/19","USD",15,29,30,19,3,0.1,"443.67","1031.80"
"SO - 0002436","Online","WARE-MKL1006","27/10/18","25/2/19","28/2/19","8/3/19","USD",19,7,332,15,1,0.15,"1736.64","3859.20"
"SO - 0002437","In-Store","WARE-PUJ1005","27/10/18","25/2/19","5/3/19","7/3/19","USD",11,13,319,37,1,0.05,"589.73","1092.10"
"SO - 0002438","Online","WARE-UHY1004","27/10/18","25/2/19","6/3/19","12/3/19","USD",14,44,223,45,8,0.05,"684.61","877.7"
"SO - 0002439","In-Store","WARE-UHY1004","27/10/18","26/2/19","6/3/19","10/3/19","USD",6,33,254,12,3,0.2,"1047.55","1775.50"
"SO - 0002440","In-Store","WARE-MKL1006","27/10/18","26/2/19","3/3/19","4/3/19","USD",1,18,356,31,5,0.05,"3241.73","3859.20"
"SO - 0002441","In-Store","WARE-NMK1003","27/10/18","26/2/19","14/3/19","19/3/19","USD",1,20,88,22,2,0.15,"1295.04","2539.30"
"SO - 0002442","In-Store","WARE-XYS1001","27/10/18","26/2/19","22/3/19","28/3/19","USD",8,18,20,9,7,0.2,"1936.03","2304.80"
"SO - 0002443","Distributor","WARE-MKL1006","27/10/18","26/2/19","11/3/19","20/3/19","USD",21,48,337,44,6,0.075,"168.04","254.6"
"SO - 0002444","Distributor","WARE-PUJ1005","27/10/18","27/2/19","6/3/19","10/3/19","USD",25,32,311,24,7,0.05,"440.59","917.9"
"SO - 0002445","In-Store","WARE-NBV1002","27/10/18","27/2/19","11/3/19","21/3/19","USD",12,15,68,13,5,0.075,"814.05","1005.00"
"SO - 0002446","Distributor","WARE-PUJ1005","27/10/18","27/2/19","3/3/19","8/3/19","USD",23,36,263,34,3,0.05,"891.9","1715.20"
"SO - 0002447","In-Store","WARE-UHY1004","27/10/18","27/2/19","27/3/19","6/4/19","USD",11,43,245,26,1,0.075,"106.13","241.2"
"SO - 0002448","Online","WARE-UHY1004","27/10/18","27/2/19","14/3/19","22/3/19","USD",15,5,229,12,8,0.15,"2569.45","3953.00"
"SO - 0002449","In-Store","WARE-XYS1001","27/10/18","27/2/19","15/3/19","24/3/19","USD",6,30,8,25,5,0.075,"641.59","1145.70"
"SO - 0002450","Online","WARE-MKL1006","27/10/18","27/2/19","12/3/19","14/3/19","USD",18,47,354,38,4,0.1,"664.37","991.6"
"SO - 0002451","Distributor","WARE-MKL1006","27/10/18","27/2/19","14/3/19","24/3/19","USD",24,6,331,8,1,0.05,"2012.61","3946.30"
"SO - 0002452","Distributor","WARE-NBV1002","27/10/18","27/2/19","10/3/19","15/3/19","USD",21,41,87,11,8,0.075,"871.87","1132.30"
"SO - 0002453","Distributor","WARE-NMK1003","27/10/18","27/2/19","6/3/19","14/3/19","USD",25,11,181,21,2,0.15,"696.8","1072.00"
"SO - 0002454","Distributor","WARE-PUJ1005","27/10/18","27/2/19","17/3/19","20/3/19","USD",21,50,321,34,4,0.075,"450.24","938"
"SO - 0002455","In-Store","WARE-NMK1003","27/10/18","28/2/19","9/3/19","13/3/19","USD",10,16,166,28,8,0.05,"529.3","1058.60"
"SO - 0002456","In-Store","WARE-MKL1006","27/10/18","28/2/19","3/3/19","7/3/19","USD",2,17,366,25,3,0.075,"2216.83","5406.90"
"SO - 0002457","Distributor","WARE-NBV1002","27/10/18","28/2/19","27/3/19","3/4/19","USD",23,26,84,6,1,0.15,"4025.29","5514.10"
"SO - 0002458","Online","WARE-PUJ1005","27/10/18","28/2/19","3/3/19","10/3/19","USD",19,36,320,12,4,0.4,"1422.28","2452.20"
"SO - 0002459","Online","WARE-XYS1001","27/10/18","28/2/19","15/3/19","16/3/19","USD",18,28,39,21,8,0.05,"2706.26","3979.80"
"SO - 0002460","In-Store","WARE-NMK1003","27/10/18","28/2/19","24/3/19","27/3/19","USD",6,34,129,40,8,0.3,"5288.51","6371.70"
"SO - 0002461","Online","WARE-NMK1003","27/10/18","28/2/19","12/3/19","19/3/19","USD",13,27,163,34,4,0.1,"1541.00","3852.50"
"SO - 0002462","Online","WARE-UHY1004","27/10/18","1/3/19","22/3/19","24/3/19","USD",17,38,227,5,4,0.15,"2433.84","2968.10"
"SO - 0002463","Online","WARE-MKL1006","27/10/18","1/3/19","22/3/19","31/3/19","USD",13,21,344,18,6,0.1,"3252.98","6378.40"
"SO - 0002464","In-Store","WARE-MKL1006","27/10/18","1/3/19","16/3/19","20/3/19","USD",4,21,333,38,7,0.1,"804.4","1165.80"
"SO - 0002465","Distributor","WARE-MKL1006","27/10/18","1/3/19","28/3/19","2/4/19","USD",25,31,329,33,3,0.05,"586.12","1085.40"
"SO - 0002466","Wholesale","WARE-XYS1001","27/10/18","1/3/19","19/3/19","26/3/19","USD",26,44,58,38,6,0.075,"994.28","2485.70"
"SO - 0002467","In-Store","WARE-PUJ1005","27/10/18","1/3/19","22/3/19","1/4/19","USD",2,9,320,30,5,0.05,"1161.98","2472.30"
"SO - 0002468","Wholesale","WARE-UHY1004","27/10/18","1/3/19","15/3/19","23/3/19","USD",27,4,250,16,4,0.1,"1348.58","1983.20"
"SO - 0002469","Online","WARE-XYS1001","27/10/18","1/3/19","10/3/19","20/3/19","USD",16,13,32,29,5,0.075,"660.35","1031.80"
"SO - 0002470","Distributor","WARE-NMK1003","27/10/18","1/3/19","25/3/19","4/4/19","USD",20,24,113,37,6,0.15,"786.92","1748.70"
"SO - 0002471","In-Store","WARE-NMK1003","27/10/18","1/3/19","24/3/19","2/4/19","USD",10,10,195,34,1,0.05,"2090.40","2680.00"
"SO - 0002472","In-Store","WARE-UHY1004","27/10/18","1/3/19","17/3/19","20/3/19","USD",9,39,232,17,3,0.05,"4246.86","5179.10"
"SO - 0002473","In-Store","WARE-UHY1004","27/10/18","2/3/19","16/3/19","17/3/19","USD",10,5,259,45,3,0.05,"1918.88","2398.60"
"SO - 0002474","In-Store","WARE-NMK1003","27/10/18","2/3/19","21/3/19","27/3/19","USD",1,17,107,31,6,0.2,"1215.85","1762.10"
"SO - 0002475","Online","WARE-NMK1003","27/10/18","2/3/19","15/3/19","19/3/19","USD",19,36,110,24,7,0.05,"4333.56","5628.00"
"SO - 0002476","Wholesale","WARE-NMK1003","27/10/18","3/3/19","9/3/19","16/3/19","USD",27,8,152,39,3,0.1,"3480.11","5272.90"
"SO - 0002477","Distributor","WARE-NMK1003","27/10/18","3/3/19","24/3/19","27/3/19","USD",22,18,129,13,2,0.1,"2367.98","3758.70"
"SO - 0002478","Distributor","WARE-UHY1004","27/10/18","3/3/19","15/3/19","17/3/19","USD",21,32,234,43,1,0.05,"465.38","1011.70"
"SO - 0002479","Online","WARE-UHY1004","27/10/18","3/3/19","28/3/19","7/4/19","USD",14,39,242,24,4,0.15,"1704.08","3155.70"
"SO - 0002480","Online","WARE-NMK1003","27/10/18","3/3/19","28/3/19","3/4/19","USD",17,22,145,39,1,0.15,"3257.54","5922.80"
"SO - 0002481","Online","WARE-NMK1003","27/10/18","3/3/19","7/3/19","17/3/19","USD",18,20,173,25,8,0.075,"1667.30","2646.50"
"SO - 0002482","In-Store","WARE-NMK1003","27/10/18","3/3/19","28/3/19","29/3/19","USD",9,10,116,28,4,0.1,"564.94","911.2"
"SO - 0002483","Wholesale","WARE-PUJ1005","27/10/18","3/3/19","30/3/19","3/4/19","USD",28,19,279,15,4,0.075,"502.5","837.5"
"SO - 0002484","Wholesale","WARE-MKL1006","27/10/18","4/3/19","31/3/19","5/4/19","USD",27,45,343,5,5,0.1,"924.6","1340.00"
"SO - 0002485","Online","WARE-UHY1004","27/10/18","4/3/19","31/3/19","2/4/19","USD",14,21,209,40,7,0.15,"2389.89","2914.50"
"SO - 0002486","In-Store","WARE-XYS1001","27/10/18","4/3/19","1/4/19","6/4/19","USD",7,5,47,23,6,0.1,"721.19","1045.20"
"SO - 0002487","Distributor","WARE-NMK1003","27/10/18","4/3/19","12/3/19","16/3/19","USD",22,50,95,20,7,0.05,"1968.19","3859.20"
"SO - 0002488","In-Store","WARE-PUJ1005","27/10/18","5/3/19","22/3/19","23/3/19","USD",2,23,323,34,7,0.4,"4552.65","6070.20"
"SO - 0002489","In-Store","WARE-UHY1004","27/10/18","5/3/19","17/3/19","19/3/19","USD",1,37,241,14,4,0.15,"484.95","1031.80"
"SO - 0002490","In-Store","WARE-NMK1003","27/10/18","5/3/19","12/3/19","16/3/19","USD",6,15,129,17,5,0.075,"678.24","1279.70"
"SO - 0002491","In-Store","WARE-NMK1003","27/10/18","6/3/19","25/3/19","30/3/19","USD",6,11,143,12,7,0.15,"610.1","1051.90"
"SO - 0002492","Wholesale","WARE-NMK1003","27/10/18","6/3/19","8/3/19","11/3/19","USD",25,31,126,3,4,0.05,"1201.18","2224.40"
"SO - 0002493","In-Store","WARE-MKL1006","27/10/18","6/3/19","28/3/19","2/4/19","USD",4,49,351,6,2,0.05,"674.29","911.2"
"SO - 0002494","In-Store","WARE-UHY1004","27/10/18","7/3/19","10/3/19","20/3/19","USD",5,37,230,32,8,0.075,"450.24","1072.00"
"SO - 0002495","Distributor","WARE-NMK1003","27/10/18","7/3/19","3/4/19","8/4/19","USD",22,39,106,16,6,0.05,"1381.47","1748.70"
"SO - 0002496","In-Store","WARE-PUJ1005","27/10/18","7/3/19","27/3/19","4/4/19","USD",7,28,264,46,5,0.1,"2102.06","2532.60"
"SO - 0002497","Online","WARE-PUJ1005","27/10/18","7/3/19","13/3/19","15/3/19","USD",12,32,315,1,8,0.3,"849.9","1976.50"
"SO - 0002498","Distributor","WARE-XYS1001","27/10/18","7/3/19","24/3/19","31/3/19","USD",23,30,36,12,1,0.05,"1413.03","1909.50"
"SO - 0002499","Online","WARE-UHY1004","27/10/18","8/3/19","28/3/19","3/4/19","USD",17,35,215,46,5,0.075,"917.36","1092.10"
"SO - 0002500","Online","WARE-MKL1006","27/10/18","8/3/19","21/3/19","23/3/19","USD",17,25,344,13,2,0.1,"519.38","1018.40"
"SO - 0002501","Wholesale","WARE-XYS1001","27/10/18","8/3/19","25/3/19","31/3/19","USD",28,4,44,43,5,0.1,"574.06","844.2"
"SO - 0002502","In-Store","WARE-PUJ1005","27/10/18","8/3/19","31/3/19","3/4/19","USD",10,42,297,23,5,0.1,"2637.12","6432.00"
"SO - 0002503","Online","WARE-NBV1002","27/10/18","8/3/19","13/3/19","23/3/19","USD",14,37,81,39,7,0.3,"765.41","1125.60"
"SO - 0002504","Online","WARE-MKL1006","27/10/18","8/3/19","23/3/19","29/3/19","USD",20,22,365,19,3,0.15,"790.6","1976.50"
"SO - 0002505","Online","WARE-NMK1003","27/10/18","8/3/19","21/3/19","28/3/19","USD",15,18,117,35,1,0.05,"607.82","1125.60"
"SO - 0002506","In-Store","WARE-NMK1003","27/10/18","8/3/19","26/3/19","4/4/19","USD",10,44,122,27,7,0.05,"896.86","1949.70"
"SO - 0002507","Wholesale","WARE-NMK1003","27/10/18","8/3/19","19/3/19","29/3/19","USD",28,7,191,3,3,0.05,"1876.00","2345.00"
"SO - 0002508","In-Store","WARE-PUJ1005","27/10/18","8/3/19","2/4/19","3/4/19","USD",1,48,262,20,7,0.075,"1279.63","1802.30"
"SO - 0002509","Online","WARE-UHY1004","27/10/18","8/3/19","12/3/19","20/3/19","USD",13,41,206,31,2,0.05,"105.06","214.4"
"SO - 0002510","In-Store","WARE-UHY1004","27/10/18","8/3/19","19/3/19","23/3/19","USD",1,34,249,7,6,0.05,"1263.49","3008.30"
"SO - 0002511","Distributor","WARE-NMK1003","27/10/18","9/3/19","15/3/19","16/3/19","USD",21,28,197,29,8,0.05,"827.72","1165.80"
"SO - 0002512","Online","WARE-PUJ1005","27/10/18","9/3/19","15/3/19","18/3/19","USD",17,22,276,10,5,0.05,"412.72","1031.80"
"SO - 0002513","Online","WARE-NMK1003","27/10/18","9/3/19","5/4/19","9/4/19","USD",16,21,155,18,2,0.075,"1016.66","1882.70"
"SO - 0002514","Online","WARE-NMK1003","27/10/18","9/3/19","23/3/19","31/3/19","USD",19,1,152,5,1,0.075,"743.43","1018.40"
"SO - 0002515","In-Store","WARE-UHY1004","27/10/18","9/3/19","13/3/19","19/3/19","USD",7,14,228,28,2,0.1,"3027.60","3832.40"
"SO - 0002516","In-Store","WARE-PUJ1005","27/10/18","9/3/19","5/4/19","12/4/19","USD",1,17,322,40,8,0.075,"2172.88","5299.70"
"SO - 0002517","Online","WARE-NBV1002","27/10/18","9/3/19","30/3/19","8/4/19","USD",19,39,60,40,4,0.2,"2917.72","3839.10"
"SO - 0002518","In-Store","WARE-XYS1001","27/10/18","10/3/19","19/3/19","25/3/19","USD",10,48,26,32,6,0.15,"763.53","991.6"
"SO - 0002519","Online","WARE-NMK1003","27/10/18","10/3/19","13/3/19","23/3/19","USD",17,31,90,9,7,0.075,"136.01","234.5"
"SO - 0002520","Wholesale","WARE-NMK1003","27/10/18","10/3/19","14/3/19","18/3/19","USD",28,48,177,22,3,0.05,"604.34","1098.80"
"SO - 0002521","Online","WARE-NBV1002","27/10/18","10/3/19","16/3/19","26/3/19","USD",19,5,68,7,2,0.1,"117.18","221.1"
"SO - 0002522","Distributor","WARE-PUJ1005","27/10/18","10/3/19","25/3/19","2/4/19","USD",23,33,284,34,7,0.3,"110.08","207.7"
"SO - 0002523","Distributor","WARE-XYS1001","27/10/18","11/3/19","6/4/19","14/4/19","USD",24,37,32,27,5,0.075,"1639.96","3999.90"
"SO - 0002524","Online","WARE-NMK1003","27/10/18","11/3/19","23/3/19","1/4/19","USD",18,13,124,1,6,0.1,"1455.04","2552.70"
"SO - 0002525","Wholesale","WARE-PUJ1005","27/10/18","11/3/19","3/4/19","13/4/19","USD",26,30,262,27,2,0.2,"2816.14","3966.40"
"SO - 0002526","Distributor","WARE-XYS1001","4/2/19","11/3/19","15/3/19","22/3/19","USD",22,17,53,17,3,0.1,"850.36","1118.90"
"SO - 0002527","In-Store","WARE-NMK1003","27/10/18","11/3/19","8/4/19","12/4/19","USD",3,23,132,11,1,0.15,"905.1","1145.70"
"SO - 0002528","Online","WARE-UHY1004","27/10/18","11/3/19","30/3/19","2/4/19","USD",16,50,230,31,2,0.075,"1407.40","2606.30"
"SO - 0002529","Online","WARE-PUJ1005","27/10/18","11/3/19","13/3/19","20/3/19","USD",15,49,284,4,6,0.1,"2228.35","2820.70"
"SO - 0002530","In-Store","WARE-NMK1003","27/10/18","11/3/19","27/3/19","30/3/19","USD",11,31,157,35,4,0.05,"1228.78","1755.40"
"SO - 0002531","In-Store","WARE-NMK1003","27/10/18","11/3/19","29/3/19","3/4/19","USD",11,27,140,21,7,0.075,"706.18","1139.00"
"SO - 0002532","Online","WARE-NBV1002","27/10/18","11/3/19","15/3/19","16/3/19","USD",20,8,74,3,3,0.2,"4173.36","5152.30"
"SO - 0002533","In-Store","WARE-NMK1003","27/10/18","11/3/19","5/4/19","12/4/19","USD",8,19,139,45,6,0.2,"3027.60","3832.40"
"SO - 0002534","Distributor","WARE-PUJ1005","27/10/18","12/3/19","4/4/19","11/4/19","USD",22,48,326,10,7,0.075,"1325.46","1815.70"
"SO - 0002535","Online","WARE-NMK1003","27/10/18","12/3/19","17/3/19","22/3/19","USD",14,9,153,5,6,0.05,"2840.80","5360.00"
