"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"5442-UTCVD","Male",0,"No","Yes",3,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",91.85,257.05,1
"9050-IKDZA","Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",81.5,162.55,0
"0812-WUPTB","Male",1,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.85,70.85,1
"0203-HHYIJ","Male",0,"No","No",25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",25.3,676.35,1
"9933-QRGTX","Female",0,"Yes","No",60,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",97.2,5611.75,0
"7663-ZTEGJ","Male",0,"No","Yes",29,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",100.55,2830.45,0
"8380-MQINP","Female",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.3,1079.05,0
"9061-TIHDA","Male",1,"Yes","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,1233.65,1
"2495-KZNFB","Female",0,"No","No",33,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.65,2989.6,0
"8152-VETUR","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)",97.7,6869.7,0
"7748-UMTRK","Female",1,"No","Yes",30,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",101.3,2974.5,0
"4029-HPFVY","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.3,220.4,0
"4455-BFSPD","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",101.15,6383.9,0
"8213-TAZPM","Female",0,"Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",108.75,7493.05,0
"8241-JUIQO","Female",0,"No","No",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.45,1336.35,0
"9039-ZVJDC","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.1,53.05,0
"2753-JMMCV","Male",0,"No","No",65,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",74.2,4805.65,0
"9272-LSVYH","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.15,735.5,0
"2262-SLNVK","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.1,70.1,0
"9531-NSBMR","Female",0,"No","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.25,679.8,0
"0924-BJCRC","Female",1,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",89.45,5294.6,0
"3658-QQJYD","Male",0,"No","No",62,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",74.3,4698.05,0
"3521-MNKLV","Male",0,"No","No",24,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.7,1167.8,0
"9143-CANJF","Female",0,"Yes","Yes",24,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",55.15,1319.85,0
"3668-QPYBK","Male",0,"No","No",2,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",53.85,108.15,1
"6352-GIGGQ","Male",0,"No","No",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",88.8,5903.15,0
"4291-YZODP","Female",0,"No","Yes",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.05,96.8,0
"6813-GZQCG","Female",0,"Yes","Yes",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.65,1171.3,0
"7279-BUYWN","Female",1,"No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",113.2,4689.5,1
"2845-KDHVX","Female",0,"Yes","No",64,"Yes","No","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",68.3,4378.8,0
"8580-AECUZ","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.1,79.1,1
"8338-QIUNR","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",66.5,4811.6,0
"2277-DJJDL","Male",1,"Yes","No",60,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99,6017.9,0
"3144-AUDBS","Female",0,"Yes","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.15,270.8,1
"9399-APLBT","Female",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,74.7,1
"3533-UVMOM","Male",0,"Yes","No",68,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",70.95,4741.45,0
"8000-REIQB","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.95,69.95,1
"0404-SWRVG","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,229.55,1
"1142-WACZW","Male",0,"No","No",2,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",29.85,75.6,1
"7167-PCEYD","Male",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.8,1311.3,0
"5602-BVFMK","Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.3,228.75,0
"1455-HFBXA","Male",0,"Yes","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",91.6,4627.8,0
"3197-ARFOY","Female",1,"No","No",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",105,2007.25,0
"3683-QKIUE","Female",0,"No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",50.8,288.05,1
"4824-GUCBY","Female",1,"No","No",22,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",81.7,1820.9,0
"9101-BWFSS","Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7,1
"0520-FDVVT","Male",0,"No","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.35,3626.1,1
"5339-PXDVH","Male",0,"No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",90.65,367.95,0
"6476-YHMGA","Female",0,"Yes","Yes",15,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",76.5,1155.6,0
"3524-WQDSG","Female",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.3,4209.95,0
"4295-YURET","Female",1,"Yes","Yes",56,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",72.6,4084.35,0
"5791-KAJFD","Female",0,"Yes","Yes",56,"Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",68.75,3808,0
"3292-PBZEJ","Male",1,"No","No",11,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",111.4,1183.05,0
"2123-VSCOT","Female",0,"Yes","Yes",59,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",72.1,4194.85,0
"6993-YCOBK","Male",0,"Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.6,6586.85,0
"5590-ZSKRV","Female",0,"Yes","Yes",8,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.65,482.25,0
"4553-DVPZG","Female",0,"Yes","No",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,6164.7,0
"8495-LJDFO","Female",1,"No","No",64,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",108.95,7111.3,0
"7446-KQISO","Male",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.75,4900.65,0
"1150-FTQGN","Female",0,"Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.15,5811.8,0
"6522-OIQSX","Female",0,"Yes","Yes",69,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",54.95,3772.5,0
"9445-SZLCH","Female",0,"Yes","Yes",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",97.35,3457.9,1
"1768-ZAIFU","Female",1,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.2,25.2,1
"4735-ASGMA","Male",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.35,2515.3,1
"0823-HSCDJ","Male",1,"No","No",52,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",49.15,2550.9,1
"8388-FYNPZ","Male",0,"No","No",4,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Electronic check",56.75,245.15,0
"7113-HIPFI","Male",0,"Yes","Yes",66,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check",65.85,4097.05,0
"3522-CDKHF","Female",0,"Yes","No",32,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.5,2324.7,0
"7901-HXJVA","Male",0,"No","No",14,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.45,1117.55,0
"7382-DFJTU","Male",0,"No","No",18,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",55.2,1058.1,0
"7603-USHJS","Male",0,"No","Yes",12,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.75,871.4,1
"4446-BZKHU","Male",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.55,6281.45,1
"3372-KWFBM","Male",1,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.6,1281,1
"0839-JTCUD","Female",0,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.9,5958.85,0
"0401-WDBXM","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.55,7542.25,0
"3392-EHMNK","Female",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",94.1,6302.8,0
"1587-FKLZB","Male",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.5,6822.15,1
"5149-TGWDZ","Female",0,"No","No",21,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",104.55,2239.4,0
"0621-TSSMU","Male",0,"Yes","No",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.95,1126.75,0
"1400-MMYXY","Male",1,"Yes","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.9,334.65,1
"0354-VXMJC","Male",0,"Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.6,426.65,0
"6650-VJONK","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",43.85,43.85,0
"7402-EYFXX","Male",1,"No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.6,2404.1,0
"5167-GBFRE","Male",1,"No","No",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,1
"6695-FRVEC","Male",0,"Yes","Yes",67,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",60.4,3953.7,0
"8212-CRQXP","Female",0,"Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80,1706.45,0
"5233-GEEAX","Male",1,"No","No",8,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.4,221.9,1
"3571-DPYUH","Male",0,"Yes","Yes",58,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",94.7,5430.35,0
"6532-YLWSI","Female",0,"Yes","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.8,1021.8,1
"2925-MXLSX","Female",0,"No","No",30,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",68.95,2038.7,0
"7435-ZNUYY","Male",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.6,116.6,0
"7246-ZGQDF","Female",0,"No","Yes",1,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.5,54.5,0
"6416-JNVRK","Female",0,"No","No",46,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",55.65,2688.85,0
"7056-IMHCC","Male",1,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.9,5549.4,1
"4622-YNKIJ","Male",0,"No","No",33,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Two year","Yes","Electronic check",88.95,3027.65,0
"3069-SSVSN","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Mailed check",25.85,25.85,0
"2208-MPXIO","Female",0,"Yes","Yes",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20,886.4,0
"2869-ADAWR","Female",0,"No","No",45,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.3,4016.85,1
"4568-KNYWR","Male",0,"No","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",63.25,3342.45,0
"4010-YLMVT","Female",0,"No","No",56,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",106.6,5893.95,0
"4942-VZZOM","Male",0,"Yes","No",64,"Yes","Yes","DSL","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)",66.15,4392.5,0
"2810-FTLEM","Female",0,"No","No",16,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,762.25,1
"8592-PLTMQ","Female",0,"No","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",24.7,1642.75,0
"4378-MYPGO","Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.25,7173.15,0
"1016-DJTSV","Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,572.85,0
"6115-ZTBFQ","Female",0,"Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",65.5,4919.7,0
"1047-RNXZV","Male",0,"No","No",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,876.15,0
