,index,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released_x,Actors,Year,Genre_x,Awards,Runtime,Type,Poster,imdbVotes,Error,Month,Week,English,USA,rating,title,Released_y,Movie,Genre_y,Budget,Revenue,Trailer,Adj_Revenue,Adj_Budget
729,2040560.0,"As a woman struggles to come to grips with her past in the wake of her mother's death, an unsettling presence emerges in her childhood home.",R,True,English,The Pact,USA,Nicholas McCarthy,5.4,5.8,Nicholas McCarthy,2012-06-08,"Caity Lotz, Kathleen Rose Perkins, Haley Hudson, Sam Ball",2012,"Horror, Mystery, Thriller",1 nomination.,89.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU1NDI4ODA4N15BMl5BanBnXkFtZTcwNDMyMzk4Nw@@._V1_SX300.jpg,12705.0,,6.0,23.0,1,1,3.0,"Pact, The",2012-07-06,The Pact,Horror,,0.0,,0.0,
730,1904996.0,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",R,True,English,Parker,USA,"John J. McLaughlin (screenplay), Donald E. Westlake (novel)",4.3,6.2,Taylor Hackford,2013-01-25,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce",2013,"Action, Crime, Thriller",N/A,118.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg,59992.0,,1.0,4.0,1,1,3.0,Parker,2013-01-25,Parker,Thriller/Suspense,35000000.0,17616641.0,,17894798.489473686,35552631.57894737
731,1606378.0,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",R,True,"English, Russian, Hindi",A Good Day to Die Hard,USA,"Skip Woods, Roderick Thorp (certain original characters by)",2.8,5.4,John Moore,2013-02-14,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",2013,"Action, Crime, Thriller",2 wins & 3 nominations.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,123837.0,,2.0,7.0,0,1,1.0,A Good Day to Die Hard,2013-02-14,A Good Day to Die Hard,Action,92000000.0,67349198.0,Play,68412606.38947369,93452631.57894738
732,1549572.0,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",PG-13,True,English,Another Earth,USA,"Mike Cahill, Brit Marling",6.6,7.0,Mike Cahill,2011-10-12,"William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava",2011,"Drama, Sci-Fi",7 wins & 10 nominations.,92.0,movie,http://ia.media-imdb.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX300.jpg,46993.0,,10.0,41.0,1,1,3.0,Another Earth,2011-07-22,Another Earth,Drama,175000.0,1321194.0,Play,1403343.046384801,185881.12958228705
733,162973.0,A tenderly romantic coming-of-age story as two boys in a British school fall in love.,R,True,English,Get Real,UK,"Patrick Wilde (play), Patrick Wilde (screenplay)",,7.8,Simon Shore,1999-04-30,"Ben Silverstone, Brad Gorton, Charlotte Brittain, Stacy Hart",1999,"Comedy, Drama, Romance",6 wins & 3 nominations.,108.0,movie,http://ia.media-imdb.com/images/M/MV5BMTYxNDk4MjcyNl5BMl5BanBnXkFtZTcwNDU1MzMzMQ@@._V1_SX300.jpg,8764.0,,4.0,17.0,1,0,2.0,Get Real,1999-04-30,Get Real,Comedy,2000000.0,1152411.0,,1640702.2000973825,2847425.4412659765
734,332280.0,A poor and passionate young man falls in love with a rich young woman and gives her a sense of freedom. They soon are separated by their social differences.,PG-13,True,English,The Notebook,USA,"Jeremy Leven (screenplay), Jan Sardi (adaptation), Nicholas Sparks (novel)",5.3,8.0,Nick Cassavetes,2004-06-25,"Tim Ivey, Gena Rowlands, Starletta DuPois, James Garner",2004,"Drama, Romance",11 wins & 7 nominations.,123.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SX300.jpg,285314.0,,6.0,26.0,1,1,3.0,"Notebook, The",2004-06-25,The Notebook,Drama,30000000.0,81001787.0,,102308930.92814255,37891360.69114471
735,471042.0,"When a group of hard working guys find out they've fallen victim to a wealthy business man's Ponzi scheme, they conspire to rob his high-rise residence.",PG-13,True,"English, Spanish, Chinese",Tower Heist,USA,"Ted Griffin (screenplay), Jeff Nathanson (screenplay), Adam Cooper (story), Bill Collage (story), Ted Griffin (story)",5.9,6.2,Brett Ratner,2011-11-04,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",2011,"Action, Comedy, Crime",2 nominations.,104.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,87578.0,,11.0,44.0,0,1,1.0,Tower Heist,2011-11-04,Tower Heist,Comedy,85000000.0,78046570.0,Play,82899340.52356021,90285120.08282514
736,1637725.0,"As the result of a childhood wish, John Bennett's teddy bear, Ted, came to life and has been by John's side ever since - a friendship that's tested when Lori, John's girlfriend of four years, wants more from their relationship.",R,True,English,Ted,USA,"Seth MacFarlane (screenplay), Alec Sulkin (screenplay), Wellesley Wild (screenplay), Seth MacFarlane (story)",6.2,7.1,Seth MacFarlane,2012-06-29,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",2012,"Comedy, Fantasy",Nominated for 1 Oscar. Another 6 wins & 21 nominations.,106.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,321504.0,,6.0,26.0,1,1,2.0,Ted,2012-06-29,Ted,Comedy,50000000.0,218665740.0,Play,225660844.14373636,51599497.05512541
737,1188729.0,A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.,R,True,"English, Vietnamese, German",Pandorum,"Germany, UK","Travis Milloy (screenplay), Travis Milloy (story), Christian Alvart (story)",2.8,6.8,Christian Alvart,2009-09-25,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",2009,"Action, Horror, Mystery",N/A,108.0,movie,http://ia.media-imdb.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_SX300.jpg,96730.0,,9.0,39.0,0,0,1.0,Pandorum,2009-09-25,Pandorum,Horror,40000000.0,10330853.0,Play,11445095.553004362,44314232.534348756
738,116313.0,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",PG,True,English,The First Wives Club,USA,"Olivia Goldsmith (novel), Robert Harling (screenplay)",5.8,6.1,Hugh Wilson,1996-09-20,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith",1996,Comedy,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,103.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI2OTE2NDkwM15BMl5BanBnXkFtZTcwODY5ODkxMQ@@._V1_SX300.jpg,25340.0,,9.0,38.0,1,1,3.0,"First Wives Club, The",1996-09-20,The First Wives Club,Comedy,30000000.0,105489203.0,,159816142.545,45450000.0
739,1179069.0,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,R,True,English,6 Souls,USA,Michael Cooney,2.8,6.1,"Måns Mårlind, Björn Stein",2013-03-01,"Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn, Frances Conroy",2013,"Horror, Mystery, Thriller",N/A,112.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM3Njk3ODA2M15BMl5BanBnXkFtZTcwNzUzOTMxOQ@@._V1_SX300.jpg,19568.0,,3.0,9.0,1,1,3.0,Shelter,2013-04-05,6 Souls,Horror,,0.0,,0.0,
740,997152.0,26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.,R,True,English,The Experiment,USA,"Paul Scheuring (screenplay), Mario Giordano (novel), Mario Giordano (film ""Das Experiment""), Christoph Darnstädt (film ""Das Experiment""), Don Bohlinger (film ""Das Experiment""), Oliver Hirschbiegel (film ""Das Experiment"")",,6.4,Paul Scheuring,2010-08-12,"Adrien Brody, Forest Whitaker, Cam Gigandet, Clifton Collins Jr.",2010,"Drama, Thriller",N/A,96.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk5MDQ4OTQ3NF5BMl5BanBnXkFtZTcwMzQ2NjU4Mw@@._V1_SX300.jpg,31317.0,,8.0,32.0,1,1,0.0,"Experiment, The",2010-09-21,The Experiment,Drama,,0.0,,0.0,
741,1428538.0,"Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",R,True,English,Hansel & Gretel: Witch Hunters,"Germany, USA",Tommy Wirkola,2.1,6.1,Tommy Wirkola,2013-01-25,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala",2013,"Action, Fantasy, Horror",1 win & 3 nominations.,88.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,113367.0,,1.0,4.0,1,0,3.0,Hansel &amp; Gretel: Witch Hunters,2013-01-25,Hansel & Gretel: Witch Hunters,Action,50000000.0,55703475.0,Play,56583003.55263158,50789473.68421053
742,381849.0,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,R,True,"English, Chinese",3:10 to Yuma,USA,"Halsted Welles (screenplay), Michael Brandt (screenplay), Derek Haas (screenplay), Elmore Leonard (short story)",7.6,7.8,James Mangold,2007-09-07,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts",2007,"Adventure, Crime, Drama",Nominated for 2 Oscars. Another 6 wins & 19 nominations.,122.0,movie,http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg,191108.0,,9.0,36.0,0,1,0.0,3:10 to Yuma,2007-09-02,3:10 to Yuma,Western,48000000.0,53606916.0,,61949230.11548494,55469765.235949725
743,2105044.0,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",R,True,English,V/H/S,USA,"Brad Miska (concept), Simon Barrett, David Bruckner, Nicholas Tecosky, Ti West, Glenn McQuaid, Simon Barrett, Radio Silence, Matt Bettinelli-Olpin, Tyler Gillett, Justin Martinez, Chad Villella",5.5,5.8,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard",2012-09-06,"Calvin Reeder, Lane Hughes, Kentucker Audley, Adam Wingard",2012,Horror,2 nominations.,116.0,movie,http://ia.media-imdb.com/images/M/MV5BMTUwODAxMzMwNF5BMl5BanBnXkFtZTcwMTk3MTQ5Nw@@._V1_SX300.jpg,28134.0,,9.0,36.0,1,1,1.0,V/H/S,2012-10-05,V/H/S,Horror,,100345.0,,103555.03063993118,
744,1403177.0,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,R,True,English,Hesher,USA,"Spencer Susser, David Michôd, Brian Charles Frank (story)",4.5,7.1,Spencer Susser,2011-06-25,"Joseph Gordon-Levitt, Devin Brochu, Rainn Wilson, Piper Laurie",2011,Drama,1 win & 1 nomination.,106.0,movie,http://ia.media-imdb.com/images/M/MV5BMTUzMjU1NzY4NV5BMl5BanBnXkFtZTcwODg0ODU4NA@@._V1_SX300.jpg,36248.0,,6.0,25.0,1,1,1.0,Hesher,2011-05-13,Hesher,Drama,7000000.0,382946.0,,406756.7717086771,7435245.183291482
745,113321.0,"After losing her job, making out with her soon-to-be former boss and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",PG-13,True,English,Home for the Holidays,USA,"Chris Radant (short story), W.D. Richter (screenplay)",5.6,6.6,Jodie Foster,1995-11-03,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning",1995,"Comedy, Drama, Romance",2 nominations.,103.0,movie,http://ia.media-imdb.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_SX300.jpg,7839.0,,11.0,44.0,1,1,3.0,Home for the holidays,1995-11-03,Home for the Holidays,Comedy,20000000.0,17468887.0,,27187306.53021956,31126546.906187624
746,1637688.0,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",PG-13,True,English,In Time,USA,Andrew Niccol,5.3,6.6,Andrew Niccol,2011-10-28,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki",2011,"Action, Sci-Fi, Thriller",2 nominations.,109.0,movie,http://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,213311.0,,10.0,43.0,1,1,1.0,In Time,2011-10-28,In Time,Thriller/Suspense,35000000.0,37553932.0,Play,39888956.0023794,37176225.91645741
747,815244.0,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,PG-13,True,English,Sydney White,USA,Chad Gomez Creasey,4.5,6.3,Joe Nussbaum,2007-09-21,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter",2007,"Comedy, Romance",N/A,108.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk3ODc3ODAxN15BMl5BanBnXkFtZTcwNzcwMDU1MQ@@._V1_SX300.jpg,27283.0,,9.0,38.0,1,1,3.0,Sydney White,2007-09-21,Sydney White,Comedy,16500000.0,11892415.0,,13743113.919551814,19067731.799857717
748,2023690.0,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",,True,English,Sightseers,UK,"Alice Lowe, Steve Oram, Amy Jump (additional material)",6.9,6.5,Ben Wheatley,2013-05-10,"Alice Lowe, Eileen Davies, Steve Oram, Roger Michael",2013,"Adventure, Comedy, Crime",10 wins & 17 nominations.,88.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5ODAwNDAzOF5BMl5BanBnXkFtZTcwMDUyOTc0OQ@@._V1_SX300.jpg,13054.0,,5.0,19.0,1,0,3.0,Sightseers,2013-05-10,Sightseers,Black Comedy,,41039.0,,41686.984210526316,
749,76363.0,A collection of animated shorts based on the stories and characters by A. A. Milne.,G,True,English,The Many Adventures of Winnie the Pooh,USA,"A.A. Milne (books), Larry Clemmons (story), Ralph Wright (story), Vance Gerry (story), Xavier Atencio (story), Ken Anderson (story), Julius Svendsen (story), Ted Berman (story), Eric Cleworth (story), Winston Hibler (story)",,7.6,"John Lounsbery, Wolfgang Reitherman",1977-03-11,"Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris",1977,"Animation, Family, Fantasy",1 nomination.,74.0,movie,http://ia.media-imdb.com/images/M/MV5BMTY3OTkyMzYwNV5BMl5BanBnXkFtZTcwMzkzODU0MQ@@._V1_SX300.jpg,17968.0,,3.0,10.0,1,1,0.0,"Many Adventures of Winnie the Pooh, The",1977-03-11,The Many Adventures of Winnie the Pooh,,,0.0,,0.0,
750,109370.0,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",PG,True,English,Canadian Bacon,USA,Michael Moore,,5.9,Michael Moore,1995-09-22,"John Candy, Alan Alda, Rhea Perlman, Kevin Pollak",1995,Comedy,N/A,91.0,movie,http://ia.media-imdb.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,12193.0,,9.0,38.0,1,1,1.0,Canadian Bacon,1995-09-22,Canadian Bacon,Comedy,,178104.0,,277188.125508982,
751,822847.0,A priest disobeys church law to track down the vampires who kidnapped his niece.,PG-13,True,English,Priest,USA,"Cory Goodman, Min-Woo Hyung (graphic novel series ""Priest"")",4.1,5.7,Scott Stewart,2011-05-13,"Paul Bettany, Karl Urban, Cam Gigandet, Maggie Q",2011,"Action, Fantasy, Horror",2 nominations.,87.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,78938.0,,5.0,19.0,1,1,1.0,Priest,2011-05-13,Priest,Horror,60000000.0,29136626.0,Play,30948279.731980763,63730672.99964127
752,1405809.0,"In order to escape her isolation, wheelchair-bound Christine makes a life changing journey to Lourdes, the iconic site of pilgrimage in the Pyrenees Mountains.",,True,French,Lourdes,"Austria, France, Germany",Jessica Hausner,7.1,6.9,Jessica Hausner,2010-02-17,"Sylvie Testud, Léa Seydoux, Bruno Todeschini, Elina Löwensohn",2010,Drama,10 wins & 4 nominations.,96.0,movie,http://ia.media-imdb.com/images/M/MV5BOTAwMDgxODY0MF5BMl5BanBnXkFtZTcwMzEyNzcwOQ@@._V1_SX300.jpg,2061.0,,2.0,7.0,0,0,3.0,Lourdes,2010-02-17,Lourdes,Drama,,9408.0,,10156.039485525203,
753,1371111.0,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",R,True,"English, Spanish",Cloud Atlas,"Germany, USA, Hong Kong, Singapore","David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Andy Wachowski (written for the screen by)",5.5,7.6,"Tom Tykwer, Andy Wachowski, Lana Wachowski",2012-10-26,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",2012,"Adventure, Drama, Sci-Fi",Nominated for 1 Golden Globe. Another 14 wins & 26 nominations.,172.0,movie,http://ia.media-imdb.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg,210794.0,,10.0,43.0,0,0,3.0,Cloud Atlas,2012-10-26,Cloud Atlas,Drama,102000000.0,27108272.0,Play,27975464.024670772,105262973.99245584
754,289765.0,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal ""The Cannibal"" Lecter.",R,True,"English, French",Red Dragon,"USA, Germany","Thomas Harris (novel), Ted Tally (screenplay)",6.0,7.2,Brett Ratner,2002-10-04,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel",2002,"Crime, Thriller",6 wins & 7 nominations.,124.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_SX300.jpg,162757.0,,10.0,40.0,0,0,1.0,Red Dragon,2002-10-04,Red Dragon,Thriller/Suspense,78000000.0,92955420.0,,122776736.44675325,103023421.79559572
755,56800.0,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite ...",,True,English,55 Days at Peking,USA,"Robert Hamer (additional dialogue), Philip Yordan (screenplay), Bernard Gordon (screenplay)",,6.8,"Nicholas Ray, Guy Green",1963-05-06,"Charlton Heston, Ava Gardner, David Niven, Flora Robson",1963,"Action, Drama, History",Nominated for 2 Oscars. Another 2 wins & 1 nomination.,154.0,movie,http://ia.media-imdb.com/images/M/MV5BMjAxNjUwNTU3MV5BMl5BanBnXkFtZTcwMTUzMzMzMQ@@._V1_SX300.jpg,3528.0,,5.0,19.0,1,1,1.0,55 Days at Peking,1963-01-01,55 Days at Peking,Drama,17000000.0,10000000.0,,76946052.63157895,130808289.4736842
756,848537.0,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,PG,True,English,Epic,USA,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (inspired by the book ""The Leaf Men and the Brave Good Bugs"")",5.2,6.7,Chris Wedge,2013-05-24,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",2013,"Animation, Adventure, Family",1 win & 15 nominations.,102.0,movie,http://ia.media-imdb.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,55536.0,,5.0,21.0,1,1,3.0,Epic,2013-05-24,Epic,Adventure,100000000.0,107518682.0,Play,109216345.4,101578947.36842106
757,108442.0,"A wise-cracking husband and wife team of ex-Spies arrive in New Orleans on maternity leave with their baby girl. There they are hassled by muggers, the police and their FBI boss, who wants ...",PG-13,True,English,Undercover Blues,USA,Ian Abrams,,5.9,Herbert Ross,1993-09-10,"Kathleen Turner, Dennis Quaid, Fiona Shaw, Stanley Tucci",1993,"Comedy, Crime",N/A,90.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMwNDA5MzQ0MV5BMl5BanBnXkFtZTcwNjAxODM5NA@@._V1_SX300.jpg,5309.0,,9.0,36.0,1,1,1.0,Undercover Blues,1993-09-10,Undercover Blues,Comedy,,12416686.0,,20367892.863786817,
758,297181.0,A professional athlete has to help a U.S. government agent recover a missing jet.,PG-13,True,"English, Hungarian, Russian",I Spy,USA,"Morton S. Fine (characters), David Friedkin (characters), Marianne Wibberley (story), Cormac Wibberley (story), Marianne Wibberley (screenplay), Cormac Wibberley (screenplay), Jay Scherick (screenplay), David Ronn (screenplay)",3.5,5.4,Betty Thomas,2002-11-01,"Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell",2002,"Action, Adventure, Comedy",1 win & 4 nominations.,97.0,movie,http://ia.media-imdb.com/images/M/MV5BMTYzODg2NDI4OF5BMl5BanBnXkFtZTYwNDUyMDg5._V1_SX300.jpg,35466.0,,11.0,44.0,0,1,1.0,I Spy,2002-11-01,I Spy,Action,70000000.0,33561137.0,,44327989.39859966,92456916.99604744
