"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Married",1,9500,1,"Secondary education",130,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,"Dropout"
"Single",1,9070,1,"Secondary education",117,1,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",127.9,1,0,0,1,1,0,20,0,0,6,6,0,0,0,0,6,6,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",4,9773,1,"Secondary education",127,2,37,"Unskilled worker","Unskilled worker",115.8,1,0,1,0,0,0,19,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"Single",1,9500,1,"Higher education",120,37,37,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",120,0,0,1,0,0,0,28,0,0,7,7,0,0,7,0,7,7,0,0,7,13.9,-0.3,0.79,"Dropout"
"Single",1,9773,1,"Secondary education",151,38,37,"Other","Personal Services, Security and Safety Workers and Sellers",151,1,0,0,1,0,0,18,1,0,6,12,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9130,1,"Secondary education",125,19,19,"Intermediate Level Technicians and Professions","Other",131,1,0,0,1,1,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0,3,10.8,1.4,1.74,"Dropout"
"Single",1,9130,1,"Secondary education",138,3,19,"Other","Other",131,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13,0,11.1,0.6,2.02,"Dropout"
"Single",1,9003,1,"Secondary education",126,37,3,"Personal Services, Security and Safety Workers and Sellers","Other",116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.6666666666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,"Dropout"
"Married",1,9991,0,"Secondary education",140,36,14,"Unskilled worker","Other",130,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9119,1,"Secondary education",148,19,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",133,0,0,0,1,1,0,18,0,0,5,12,5,13.2857142857143,0,0,5,16,5,14.8,0,12.4,0.5,1.79,"Dropout"
"Single",1,9085,1,"Secondary education",140,37,37,"Other","Other",106.3,0,0,1,0,1,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,"Dropout"
"Married",1,9119,1,"Secondary education",110,19,19,"Other","Personal Services, Security and Safety Workers and Sellers",137,0,0,1,1,1,0,30,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9254,1,"Secondary education",121,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",111.9,1,0,0,0,1,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",2,9147,1,"Secondary education",130,19,19,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",121.5,0,0,0,0,1,0,26,0,0,5,5,2,10.5,0,0,5,9,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9991,0,"Secondary education",100,37,37,"Unskilled worker","Other",153.5,0,0,1,0,1,0,31,0,0,5,9,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9670,1,"Secondary education",133.1,34,3,"Other","Other",130.6,1,0,1,0,1,0,23,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,8014,0,"Secondary education",133.1,34,34,"Other","Other",97.5,1,0,0,1,1,0,29,0,0,6,10,0,0,1,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9556,1,"Secondary education dropout",133.1,42,1,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",110.5,0,0,0,1,1,0,37,0,0,7,15,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,"Dropout"
"Single",5,9500,1,"Secondary education",143,37,19,"Administrative staff","Other",123.3,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",2,171,1,"Secondary education",127,2,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",139.6,1,0,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9003,1,"Secondary education",140,37,37,"Unskilled worker","Other",140,0,0,0,1,1,0,35,0,0,6,16,4,12,0,0,6,11,3,10.3333333333333,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9003,1,"Some higher education",160,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",160,1,0,0,0,1,0,30,0,4,9,18,6,11.8333333333333,0,1,8,21,4,11,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9130,1,"Secondary education",152,2,22,"Administrative staff","Intermediate Level Technicians and Professions",146.1,1,0,0,1,0,0,18,0,0,5,8,4,13.5,2,0,5,9,0,0,3,10.8,1.4,1.74,"Dropout"
"Single",1,9773,1,"Secondary education",121,3,3,"Other","Other",112.3,1,0,1,0,0,0,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,"Dropout"
"Married",3,8014,0,"Secondary education",123,19,37,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",113.2,0,0,1,0,0,0,18,0,0,6,9,3,10.6666666666667,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9670,1,"Secondary education",127,1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",125.6,0,0,1,1,0,1,18,0,0,6,7,1,14,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9254,1,"Secondary education",123,38,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",114.3,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",2,9254,1,"Secondary education",140,19,19,"Unskilled worker","Unskilled worker",126,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,171,1,"Secondary education",138,19,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",124,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9238,1,"Secondary education",133.1,12,38,"Administrative staff","Unskilled worker",107,1,0,0,1,0,0,19,0,0,6,11,5,10.6,0,0,6,10,6,11.7142857142857,0,11.1,0.6,2.02,"Dropout"
"Single",2,9670,1,"Secondary education",129,19,19,"Personal Services, Security and Safety Workers and Sellers","Other",129.4,0,0,0,1,0,1,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,"Dropout"
"Single",1,9070,1,"Secondary education",143,1,1,"Administrative staff","Other",120,1,0,0,1,0,0,21,0,3,10,10,10,13,0,5,11,11,10,11.4,0,11.1,0.6,2.02,"Dropout"
"Single",1,8014,0,"Secondary education",134,37,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",110,1,0,0,1,0,0,24,0,0,6,10,1,10,0,0,6,12,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9238,1,"Secondary education",157,38,37,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",137.8,0,0,0,1,0,1,18,0,0,6,6,6,13.8333333333333,0,0,6,7,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",5,9853,1,"Secondary education",134,19,38,"Administrative staff","Other",122.1,1,0,0,1,0,1,18,0,0,6,8,6,11.6666666666667,0,0,6,9,4,12,0,10.8,1.4,1.74,"Dropout"
"Single",1,9853,1,"Higher education",140,34,34,"Other","Other",140,1,0,0,0,0,0,24,0,0,6,12,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",6,9773,1,"Secondary education",133.1,1,1,"Other","Other",129.6,0,0,0,1,0,0,22,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,"Dropout"
"Facto union",1,9853,1,"Secondary education dropout",133.1,38,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",105.5,0,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,"Dropout"
"Married",1,9853,1,"Secondary education",110,37,37,"Unskilled worker","Unskilled worker",95.5,0,0,1,0,0,0,32,0,0,6,6,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,"Dropout"
"Married",1,9003,1,"Secondary education",133.1,19,19,"Administrative staff","Other",107.5,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9003,1,"Secondary education",160,19,1,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",107.8,1,0,0,0,1,0,27,0,0,6,10,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9853,1,"Secondary education",140,19,1,"Unskilled worker","Other",128.2,0,0,0,0,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"Married",2,9991,0,"Secondary education",100,37,37,"Unskilled worker","Unskilled worker",100,1,0,0,1,1,0,51,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9147,1,"Secondary education",137,1,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",131.4,1,0,0,1,1,0,22,0,0,5,8,2,10,0,0,5,7,1,10,0,7.6,2.6,0.32,"Dropout"
"Married",1,9130,1,"Higher education",120,3,3,"Other","Other",128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12,0,9.4,-0.8,-3.12,"Dropout"
"Single",5,9853,1,"Secondary education",128,38,37,"Unskilled worker","Unskilled worker",120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.6666666666667,0,0,6,10,2,11,0,10.8,1.4,1.74,"Dropout"
"Single",2,9500,1,"Secondary education",126,37,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",118.7,1,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single",2,9556,1,"Secondary education",125,38,19,"Other","Skilled Workers in Industry, Construction and Craftsmen",121.5,1,0,0,1,0,0,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,"Dropout"
"Single",1,9085,1,"Some higher education",140,38,37,"Administrative staff","Other",140,0,0,1,0,0,0,20,0,1,6,13,4,13,0,1,6,11,5,12,0,16.2,0.3,-0.92,"Dropout"
"Single",4,9773,1,"Secondary education",124,19,37,"Other","Other",124,0,0,0,0,0,0,18,0,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9130,1,"Secondary education",157,3,2,"Intermediate Level Technicians and Professions","Other",150.9,1,0,0,1,0,0,18,0,0,6,8,6,15,0,0,6,8,5,15.1666666666667,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9500,1,"Higher education",140,3,1,"Administrative staff","Other",140,0,0,0,1,0,0,26,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single",2,9254,1,"Secondary education",123,19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113.2,1,0,1,1,0,0,19,0,0,6,10,6,12.1666666666667,0,0,6,8,5,11.6666666666667,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9853,1,"Secondary education",158,38,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",140.2,1,0,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74,"Dropout"
"Single",2,9670,1,"Secondary education",129,1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.2,1,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"Single",1,9085,1,"Secondary education",109,19,19,"Administrative staff","Unskilled worker",104.1,1,0,1,0,0,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",2,9500,1,"Secondary education",131,38,1,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.7666666666667,0,0,8,9,8,13.7444444444444,0,16.2,0.3,-0.92,"Dropout"
"Single",3,9500,1,"Secondary education",139,18,18,"Other","Other",130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.7583333333333,1,0,8,9,6,12.7583333333333,1,9.4,-0.8,-3.12,"Dropout"
"Single",1,171,1,"Secondary education",170,19,19,"Other","Other",176.7,1,0,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",4,9254,1,"Secondary education",133,37,37,"Personal Services, Security and Safety Workers and Sellers","Other",128.5,1,0,0,1,0,1,18,0,0,6,14,2,11,0,0,6,14,3,10.3333333333333,0,7.6,2.6,0.32,"Dropout"
"Single",1,9238,1,"Secondary education",103,19,37,"Other","Unskilled worker",104.1,0,0,0,1,0,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,"Dropout"
"Single",1,9085,1,"Secondary education",150,12,2,"Administrative staff","Other",144.6,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,8014,0,"Post-graduate studies",133.1,34,34,"Other","Other",100,0,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,"Dropout"
"Single",1,171,1,"Secondary education",136,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",127.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9853,1,"Secondary education",141,37,19,"Unskilled worker","Intermediate Level Technicians and Professions",133,0,0,0,1,0,0,20,0,6,14,22,12,12.1538461538462,0,5,12,18,10,12.9,0,10.8,1.4,1.74,"Dropout"
"Single",4,9773,1,"Secondary education",137,1,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.3333333333333,0,12.7,3.7,-1.7,"Dropout"
"Single",6,9500,1,"Secondary education",138,4,19,"Other","Intermediate Level Technicians and Professions",124.7,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9003,1,"Secondary education",130,3,1,"Other","Other",154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.1666666666667,0,0,6,10,4,16,0,8.9,1.4,3.51,"Dropout"
"Single",3,9147,1,"Secondary education",136,38,38,"Unskilled worker","Unskilled worker",127.3,1,0,0,1,1,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,"Dropout"
"Single",2,9556,1,"Secondary education",133.1,1,1,"Unskilled worker","Other",100.5,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,"Dropout"
"Single",1,8014,0,"Secondary education",140,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",122,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,"Dropout"
"Married",1,171,1,"Higher education",120,19,19,"Unskilled worker","Unskilled worker",130,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",5,9773,1,"Secondary education",131,1,38,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",132.4,1,0,1,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"Single",1,9238,1,"Secondary education",140,19,38,"Unskilled worker","Unskilled worker",132,0,0,0,1,1,0,19,0,0,6,10,5,11.5714285714286,0,0,6,10,3,13,0,16.2,0.3,-0.92,"Dropout"
"Single",2,9147,1,"Secondary education",129,19,19,"Administrative staff","Unskilled worker",127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,"Dropout"
"Single",1,171,1,"Secondary education",129,38,37,"Administrative staff","Other",128,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9003,1,"Secondary education",119,37,37,"Unskilled worker","Other",119,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout"
"Married",1,9773,1,"Secondary education",120,37,38,"Unskilled worker","Intermediate Level Technicians and Professions",155.5,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9147,1,"Secondary education",151,1,3,"Other","Other",111,0,0,0,1,1,0,28,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9254,1,"Secondary education dropout",133.1,38,37,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",102.5,0,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9254,1,"Secondary education dropout",133.1,37,37,"Other","Other",100,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,"Dropout"
"Single",1,9119,1,"Secondary education",130,37,12,"Unskilled worker","Other",129.4,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single",1,171,1,"Secondary education",122,19,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",133.9,1,0,0,1,1,0,25,0,9,13,16,10,11.4545454545455,0,5,11,13,7,12.25,0,12.4,0.5,1.79,"Dropout"
"Single",1,9085,1,"Some higher education",140,5,3,"Other","Other",140,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,"Dropout"
"Single",1,9119,1,"Secondary education dropout",133.1,34,34,"Other","Other",95.1,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9991,0,"Secondary education",120,19,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.2,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9254,1,"Secondary education",133.1,37,37,"Unskilled worker","Other",121.5,0,0,0,1,1,0,54,0,0,6,9,6,13.7142857142857,0,0,6,13,5,14.3333333333333,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9070,1,"Higher education",120,4,4,"Other","Other",120,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.6666666666667,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9147,1,"Secondary education",123,1,1,"Administrative staff","Other",114.4,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9254,1,"Secondary education",178,2,1,"Other","Intermediate Level Technicians and Professions",157.7,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9003,1,"Secondary education",130,38,38,"Unskilled worker","Unskilled worker",150,0,0,1,0,1,0,28,0,5,11,14,11,15.0909090909091,0,5,10,11,10,15,0,11.1,0.6,2.02,"Dropout"
"Single",1,9003,1,"Higher education",140,39,39,"Unskilled worker","Other",140,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,"Dropout"
"Single",4,9147,1,"Secondary education",108,3,1,"Intermediate Level Technicians and Professions","Other",109.1,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9500,1,"Secondary education",120,3,4,"Other","Other",120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.6666666666667,0,16.2,0.3,-0.92,"Dropout"
"Single",2,9991,0,"Secondary education",123,1,3,"Administrative staff","Other",113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.6666666666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,"Dropout"
"Married",1,8014,0,"Secondary education",120,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.1428571428571,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9254,1,"Secondary education",133.1,38,1,"Unskilled worker","Unskilled worker",121,0,0,1,0,1,0,21,0,0,6,9,5,11.8333333333333,0,0,6,8,5,10,0,8.9,1.4,3.51,"Dropout"
"Single",1,9991,0,"Secondary education",133.1,3,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",121.7,0,0,0,1,1,0,31,0,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,"Dropout"
"Single",1,9119,1,"Secondary education",120,5,5,"Other","Other",115,0,0,0,1,1,0,30,0,1,6,9,2,15,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9147,1,"Secondary education",131,34,34,"Other","Other",131,0,0,0,1,1,0,22,0,0,5,11,3,13.6666666666667,0,0,5,10,3,11.3333333333333,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,171,1,"Secondary education",132,1,37,"Administrative staff","Unskilled worker",127.1,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9254,1,"Some higher education",137,1,1,"Personal Services, Security and Safety Workers and Sellers","Other",124.5,0,0,0,0,1,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",1,9130,1,"Higher education",140,2,38,"Other","Intermediate Level Technicians and Professions",140,1,0,0,0,1,0,18,0,2,5,7,2,13,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"Divorced",2,9991,0,"Secondary education dropout",133.1,3,1,"Other","Unskilled worker",125.4,0,0,0,1,1,0,39,0,0,2,5,0,0,0,0,4,4,0,0,0,10.8,1.4,1.74,"Dropout"
"Single",1,9500,1,"Secondary education",141,19,1,"Other","Other",128,0,0,0,1,1,0,18,0,0,8,8,0,0,3,0,8,8,0,0,3,10.8,1.4,1.74,"Dropout"
"Single",1,9147,1,"Secondary education",150,34,19,"Other","Other",152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9130,1,"Secondary education",152,19,37,"Unskilled worker","Other",135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9119,1,"Secondary education dropout",133.1,1,1,"Administrative staff","Intermediate Level Technicians and Professions",134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.3333333333333,0,0,5,9,2,16,4,16.2,0.3,-0.92,"Dropout"
"Single",1,9991,0,"Secondary education",130,3,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",120.5,0,0,0,1,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"Single",1,9070,1,"Secondary education",148,1,1,"Administrative staff","Other",141.4,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Married",1,9991,0,"Secondary education",130,37,37,"Unskilled worker","Unskilled worker",140,1,0,0,1,1,0,31,0,0,5,8,1,11,0,0,5,5,1,13,0,9.4,-0.8,-3.12,"Dropout"
"Married",1,9119,1,"Secondary education",110,37,37,"Unskilled worker","Unskilled worker",106.8,0,0,0,1,1,0,34,0,0,5,8,1,10,0,0,5,9,0,0,0,8.9,1.4,3.51,"Dropout"
"Married",1,9991,0,"Secondary education",110,37,37,"Other","Other",120,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.6666666666667,0,9.4,-0.8,-3.12,"Dropout"
"Married",1,9070,1,"Secondary education dropout",110,37,38,"Personal Services, Security and Safety Workers and Sellers","Other",130,0,0,1,0,1,1,46,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",5,8014,0,"Secondary education",110,34,34,"Other","Other",110,0,0,0,1,1,0,37,0,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"Single",1,9003,1,"Secondary education",133.1,19,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",110,1,0,0,1,1,0,31,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"Single",6,171,1,"Secondary education",126,10,10,"Administrative staff","Other",130.2,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9130,1,"Secondary education",120,1,38,"Unskilled worker","Unskilled worker",150,0,0,0,1,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9003,1,"Secondary education",111,37,37,"Unskilled worker","Other",95.8,1,0,0,0,1,0,43,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"Single",1,9670,1,"Secondary education",133.1,19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",125.3,0,1,0,1,1,1,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"Single",1,9003,1,"Some higher education",150,1,38,"Other","Other",150,1,0,0,1,1,0,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,"Dropout"
"Single",5,9254,1,"Secondary education",113,1,1,"Other","Intermediate Level Technicians and Professions",110.2,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9773,1,"Secondary education",133.1,19,6,"Administrative staff","Intermediate Level Technicians and Professions",120,0,0,0,1,1,0,27,0,0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"Single",1,9670,1,"Secondary education",95,37,37,"Personal Services, Security and Safety Workers and Sellers","Other",95,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11,0,12.7,3.7,-1.7,"Dropout"
