"locality","type_of_property","subtype_of_property","price","type_of_sale","number_of_rooms","house_area","fully_equipped_kitchen","furnished","open_fire","terrace","terrace_area","garden","garden_area","surface_of_the_land","surface_of_the_plot_of_land","number_of_facades","swimming_pool","state_of_the_building","construction_year"
7170,"house","house","209000","for sale",4,"180",1,"None",1,1,"None",0,"None",0,"None","2",0,"as new","1975"
8670,"apartment","apartment","180000","for sale",2,"70",1,"None",0,0,"None",1,"15",NA,"None","3",0,"to renovate","1958"
3630,"apartment","apartment","282322","for sale",2,"113",1,"None",0,0,"None",1,"111",NA,"None","2",0,"good","2014"
1840,"house","house","365000","for sale",3,"205",1,"None",0,0,"None",0,"None",589,"None","3",0,"None","1972"
8470,"apartment","apartment","258500","for sale",2,"93",1,"None",0,1,"9",0,"None",NA,"None","2",0,"good","2020"
2590,"house","country cottage","475000","for sale",3,"None",1,"None",0,0,"None",1,"None",2007,"None","4",0,"good","None"
8370,"apartment","apartment","188000","for sale",3,"87",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
1500,"house","villa","890000","for sale",5,"355",0,"None",0,1,"None",0,"None",7300,"None","4",1,"good","1990"
3212,"house","house","317753","for sale",3,"None",0,"None",0,0,"None",0,"None",534,"None","None",0,"None","None"
4102,"house","house","159000","for sale",2,"98",1,"None",0,0,"None",1,"328",426,"None","3",0,"good","None"
9300,"apartment","apartment","364000","for sale",3,"120",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2019"
3078,"house","house","549000","for sale",4,"171",1,"None",0,0,"None",1,"None",673,"None","3",0,"as new","2019"
1140,"apartment","apartment","295000","for sale",2,"96",1,"None",0,1,"7",0,"None",NA,"None","2",0,"as new","2002"
7640,"house","house","120000","for sale",3,"108",1,"None",0,0,"None",0,"None",85,"None","None",0,"to be done up","None"
5020,"house","house","272000","for sale",4,"184",1,"None",0,1,"23",1,"None",783,"None","4",0,"good","1904"
2850,"house","house","219000","for sale",3,"180",1,"None",0,0,"None",1,"25",140,"None","2",0,"None","None"
8300,"apartment","apartment","849000","for sale",2,"82",1,"None",0,0,"None",1,"None",NA,"None","None",0,"as new","1971"
2060,"house","house","315000","for sale",5,"192",0,"None",0,1,"17",0,"None",86,"None","2",0,"None","None"
2222,"house","country cottage","450000","for sale",5,"None",0,"None",0,0,"None",0,"None",0,"None","4",0,"None","None"
1980,"apartment","apartment","318000","for sale",2,"160",1,"None",0,1,"12",0,"None",NA,"None","None",0,"as new","None"
4280,"apartment","apartment","228500","for sale",2,"100",1,"None",0,0,"None",1,"47",NA,"None","2",0,"as new","2018"
2950,"house","house","237500","for sale",2,"None",1,"None",0,0,"None",1,"None",300,"None","1",0,"good","None"
9690,"house","house","365000","for sale",3,"148",1,"None",0,1,"54",1,"551",646,"None","3",0,"None","2004"
7000,"house","house","300000","for sale",4,"191",1,"None",1,1,"40",1,"2350",2500,"None","3",0,"good","None"
3870,"house","house","259000","for sale",5,"220",1,"None",1,1,"25",1,"None",520,"None","4",0,"None","None"
9100,"apartment","apartment","199000","for sale",1,"82",0,"None",0,1,"8",0,"None",NA,"None","None",0,"as new","2020"
4920,"apartment","apartment","260000","for sale",2,"107",1,"None",0,1,"8",0,"None",NA,"None","3",0,"as new","2020"
3212,"house","house","150000","for sale",2,"None",0,"None",0,0,"None",0,"None",1813,"None","4",0,"None","1954"
1070,"house","house","320000","for sale",3,"155",1,"None",0,0,"None",0,"None",76,"None","2",0,"good","1900"
5060,"apartment","apartment","99000","for sale",1,"62",1,"None",0,1,"10",0,"None",NA,"None","None",0,"to be done up","1970"
6150,"house","town house","155000","for sale",2,"114",1,"None",0,1,"30",1,"25",110,"None","2",0,"as new","None"
1420,"apartment","ground floor","437175","for sale",2,"150",1,"None",0,1,"29",0,"None",NA,"None","None",0,"good","None"
9620,"apartment","apartment","203000","for sale",2,"90",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2020"
6800,"house","house","190000","for sale",3,"105",1,"None",0,0,"None",0,"None",85,"None","None",0,"as new","None"
8660,"apartment","apartment","139000","for sale",1,"63",0,"None",0,1,"None",1,"None",NA,"None","2",0,"good","1979"
9170,"house","house","375000","for sale",4,"227",0,"None",0,0,"None",1,"163",478,"None","None",0,"good","1991"
8400,"apartment","apartment","340000","for sale",2,"91",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","1979"
8870,"house","villa","349000","for sale",4,"191",1,"None",0,0,"None",0,"None",638,"None","4",0,"as new","1995"
6111,"house","villa","290000","for sale",4,"142",1,"None",0,1,"None",1,"480",625,"None","4",0,"good","None"
2660,"apartment","apartment","229000","for sale",2,"78",1,"None",0,1,"4",0,"None",NA,"None","2",0,"as new","2006"
6730,"house","house","350000","for sale",4,"None",1,"None",1,0,"None",1,"13000",15000,"None","2",0,"None","None"
9190,"house","chalet","165000","for sale",2,"None",0,"None",0,1,"None",0,"None",788,"None","4",0,"good","2009"
1080,"apartment","apartment","289000","for sale",2,"90",1,"None",0,1,"12",0,"None",NA,"None","2",0,"as new","2008"
1140,"apartment","penthouse","435000","for sale",3,"145",1,"None",0,1,"75",0,"None",NA,"None","None",0,"as new","None"
6200,"house","apartment block","235000","for sale",3,"170",1,"None",0,1,"50",1,"25",170,"None","2",0,"good","None"
3550,"house","house","447000","for sale",4,"346",1,"None",1,0,"None",1,"None",1243,"None","4",0,"None","1988"
3700,"house","mixed use building","225000","for sale",3,"300",1,"None",0,1,"None",0,"None",373,"None","3",0,"good","1956"
8560,"house","house","189000","for sale",3,"165",1,"None",0,1,"None",1,"None",305,"None","None",0,"to be done up","1945"
8430,"apartment","apartment","175000","for sale",1,"50",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1979"
2400,"house","mixed use building","265000","for sale",2,"None",1,"None",0,0,"None",0,"None",0,"None","3",0,"good","None"
9230,"house","house","183000","for sale",3,"105",1,"None",0,0,"None",0,"None",60,"None","2",0,"just renovated","1932"
4624,"house","exceptional property","420000","for sale",6,"320",0,"None",0,1,"None",0,"None",8100,"None","4",0,"good","None"
1200,"apartment","apartment","299000","for sale",2,"87",0,"None",0,1,"10",0,"None",NA,"None","None",0,"as new","2009"
8370,"apartment","apartment","255000","for sale",2,"100",1,"None",0,0,"None",0,"None",NA,"None","3",0,"None","1977"
9290,"house","house","325000","for sale",3,"168",1,"None",0,1,"20",1,"None",285,"None","4",0,"just renovated","1930"
1090,"house","house","435000","for sale",4,"140",1,"None",1,1,"None",1,"60",200,"None","2",0,"None","None"
2390,"apartment","apartment","249500","for sale",2,"109",1,"None",0,1,"11",0,"None",NA,"None","2",0,"as new","2016"
7090,"house","house","327500","for sale",4,"None",1,"None",0,0,"None",0,"None",968,"None","3",0,"None","None"
8660,"apartment","apartment","227000","for sale",1,"67",1,"None",0,1,"15",0,"None",NA,"None","2",0,"good","2020"
1050,"apartment","apartment","765000","for sale",2,"210",1,"None",0,1,"6",0,"None",NA,"None","2",0,"good","1958"
3111,"apartment","loft","449000","for sale",2,"176",1,"None",0,1,"31",0,"None",NA,"None","2",0,"good","2009"
8370,"apartment","apartment","89000","for sale",1,"50",0,"None",0,0,"None",0,"None",NA,"None","None",0,"to be done up","1934"
3140,"house","house","325000","for sale",3,"164",1,"None",0,1,"None",0,"None",744,"None","None",0,"good","None"
2830,"apartment","apartment","900000","for sale",8,"915",0,"None",0,0,"None",0,"None",NA,"None","3",0,"to be done up","1978"
3271,"house","house","130000","for sale",3,"224",1,"None",1,1,"30",0,"None",584,"None","4",0,"to be done up","None"
8420,"house","house","365000","for sale",5,"195",0,"None",0,0,"None",0,"None",118,"None","None",0,"to renovate","1959"
4020,"apartment","apartment","420000","for sale",3,"180",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
2650,"apartment","apartment","259000","for sale",2,"90",1,"None",0,0,"None",0,"None",NA,"None","3",0,"good","None"
9300,"apartment","apartment","149500","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","None",0,"to renovate","None"
2070,"apartment","apartment","257000","for sale",2,"100",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","2003"
1800,"house","house","329000","for sale",3,"205",0,"None",0,1,"50",1,"450",450,"None","2",0,"None","None"
2650,"house","house","369000","for sale",3,"182",1,"None",0,0,"None",1,"121",277,"None","2",0,"to be done up","1965"
8300,"apartment","apartment","529000","for sale",1,"70",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2017"
3391,"house","villa","825000","for sale",4,"440",0,"None",1,1,"None",0,"None",3500,"None","4",0,"good","1967"
5542,"house","house","118500","for sale",2,"59",1,"None",0,0,"None",0,"None",355,"None","4",0,"None","None"
6600,"apartment","apartment","197000","for sale",2,"82",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2013"
9820,"apartment","apartment","420000","for sale",3,"110",1,"None",0,1,"36",1,"None",NA,"None","None",0,"None","2020"
2390,"house","house","495000","for sale",3,"None",1,"None",0,0,"None",0,"None",4500,"None","4",0,"to renovate","1966"
1200,"apartment","apartment","235000","for sale",2,"80",0,"None",0,1,"None",0,"None",NA,"None","3",0,"good","1971"
8600,"house","house","339000","for sale",4,"170",1,"None",0,0,"None",1,"426",523,"None","3",0,"None","None"
4920,"house","exceptional property","545000","for sale",7,"500",1,"None",0,1,"8",0,"None",4531,"None","4",0,"good","None"
1330,"apartment","apartment","700000","for sale",3,"170",1,"None",0,1,"133",0,"None",NA,"None","3",0,"None","2020"
1180,"apartment","apartment","412500","for sale",2,"100",1,"None",0,1,"15",0,"None",NA,"None","None",0,"as new","2021"
8000,"house","house","349000","for sale",3,"170",1,"None",0,1,"40",0,"None",95,"None","2",0,"as new","2015"
8000,"house","house","75000","for sale",3,"110",1,"None",0,1,"None",0,"None",45,"None","2",0,"good","1920"
1500,"house","exceptional property","775000","for sale",6,"475",1,"None",0,1,"None",0,"None",1547,"None","4",0,"as new","1986"
9900,"house","house","205000","for sale",4,"235",1,"None",0,1,"None",1,"None",171,"None","2",0,"to be done up","1950"
8301,"apartment","apartment","745000","for sale",3,"107",1,"None",0,1,"7",0,"None",NA,"None","2",0,"good","1963"
9960,"apartment","apartment","218000","for sale",3,"102",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1994"
5060,"house","mixed use building","125000","for sale",0,"144",0,"None",0,0,"None",0,"None",105,"None","2",0,"to renovate","None"
3440,"house","house","147000","for sale",3,"None",0,"None",0,0,"None",0,"None",380,"None","None",0,"to renovate","None"
9830,"apartment","service flat","255000","for sale",1,"65",0,"None",0,0,"None",0,"None",NA,"None","None",0,"good","None"
1830,"apartment","ground floor","205000","for sale",1,"51",1,"None",0,0,"None",1,"66",NA,"None","None",0,"as new","None"
4347,"house","villa","390000","for sale",4,"None",1,"None",0,0,"None",0,"None",1526,"None","4",0,"to be done up","1967"
1120,"apartment","apartment","273902","for sale",2,"107",1,"None",0,1,"8",0,"None",NA,"None","3",0,"None","2019"
7971,"house","house","130000","for sale",2,"None",0,"None",0,0,"None",0,"None",707,"None","2",0,"good","None"
2300,"apartment","apartment","499000","for sale",2,"143",0,"None",0,1,"158",0,"None",NA,"None","None",0,"as new","2010"
2840,"house","house","299000","for sale",3,"224",1,"None",0,1,"None",1,"20",280,"None","2",0,"as new","1962"
9000,"apartment","loft","395000","for sale",1,"189",0,"None",0,1,"None",1,"25",NA,"None","2",0,"good","None"
8300,"house","villa","750000","for sale",4,"160",1,"None",0,1,"20",1,"506",506,"None","3",0,"None","2020"
9500,"apartment","duplex","207000","for sale",2,"96",1,"None",0,1,"None",0,"None",NA,"None","2",0,"as new","2019"
8800,"apartment","apartment","198000","for sale",2,"84",1,"None",0,1,"15",0,"None",NA,"None","None",0,"as new","None"
2000,"apartment","loft","445000","for sale",1,"131",0,"None",0,0,"None",0,"None",NA,"None","3",0,"good","1863"
8301,"apartment","apartment","389000","for sale",2,"80",1,"None",0,1,"2",0,"None",NA,"None","2",0,"good","1980"
9870,"house","house","338000","for sale",3,"144",0,"None",0,0,"None",0,"None",538,"None","None",0,"None","2020"
8370,"house","apartment block","575000","for sale",5,"None",1,"None",0,1,"5",1,"70",161,"None","2",0,"to be done up","None"
2221,"house","house","225000","for sale",2,"145",1,"None",0,0,"None",1,"None",1343,"None","4",0,"to renovate","1956"
1480,"apartment","apartment","195000","for sale",2,"85",1,"None",0,1,"7",1,"None",NA,"None","2",0,"None","2008"
6900,"apartment","duplex","239675","for sale",2,"90",1,"None",0,1,"13",0,"None",NA,"None","2",0,"None","2020"
5542,"house","house","60000","for sale",2,"50",1,"None",0,0,"None",0,"None",0,"None","None",0,"good","None"
3700,"house","mansion","449000","for sale",6,"430",1,"None",0,1,"22",1,"120",290,"None","2",0,"as new","1903"
8501,"house","house","199000","for sale",3,"120",1,"None",0,0,"None",0,"None",202,"None","None",0,"as new","1935"
4671,"house","bungalow","350000","for sale",3,"125",1,"None",0,1,"30",1,"2500",2974,"None","4",0,"as new","None"
4430,"house","house","265000","for sale",4,"None",1,"None",0,1,"None",0,"None",208,"None","2",0,"good","1967"
8300,"apartment","apartment","775000","for sale",2,"90",1,"None",0,1,"None",1,"None",NA,"None","None",0,"None","1983"
4300,"apartment","apartment","135000","for sale",1,"60",0,"None",0,1,"6",0,"None",NA,"None","2",0,"as new","None"
2890,"apartment","apartment","275000","for sale",2,"164",0,"None",0,1,"15",1,"44",NA,"None","None",0,"None","2017"
8400,"apartment","apartment","449000","for sale",3,"127",0,"None",0,0,"None",0,"None",NA,"None","2",0,"None","2019"
9111,"apartment","apartment","304000","for sale",2,"94",0,"None",0,1,"None",1,"None",NA,"None","None",0,"None","2021"
3920,"house","house","249000","for sale",3,"220",1,"None",0,1,"None",0,"None",1209,"None","4",0,"to be done up","1962"
8430,"apartment","apartment","265000","for sale",2,"68",1,"None",0,1,"16",0,"None",NA,"None","None",0,"None","None"
9860,"house","house","449000","for sale",5,"247",1,"None",0,1,"None",0,"None",1053,"None","4",0,"good","1990"
9000,"apartment","apartment","295000","for sale",2,"111",1,"None",0,1,"9",0,"None",NA,"None","2",0,"None","2004"
4030,"house","house","232800","for sale",4,"148",1,"None",0,1,"15",1,"257",405,"None","2",0,"None","2020"
6060,"house","mansion","299000","for sale",7,"400",1,"None",0,1,"150",1,"2000",2393,"None","4",0,"to be done up","1920"
8600,"house","villa","880000","for sale",4,"390",0,"None",1,1,"None",1,"None",2800,"None","None",0,"None","1968"
1400,"apartment","apartment","125000","for sale",1,"35",0,"None",0,0,"None",0,"None",NA,"None","None",0,"good","1907"
5550,"house","house","189000","for sale",4,"None",1,"None",0,1,"30",1,"361",316,"None","4",0,"just renovated","None"
6840,"house","house","230000","for sale",3,"138",0,"None",0,0,"None",1,"365",456,"None","4",0,"None","2021"
9960,"house","house","200000","for sale",3,"130",0,"None",0,0,"None",0,"None",314,"None","3",0,"None","None"
2100,"apartment","apartment","159000","for sale",1,"70",1,"None",0,1,"7",0,"None",NA,"None","2",0,"as new","1988"
9200,"apartment","apartment","179000","for sale",1,"66",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2020"
4600,"house","house","205000","for sale",3,"100",0,"None",0,0,"None",1,"780",850,"None","3",0,"None","None"
2400,"house","house","395093","for sale",3,"173",1,"None",0,0,"None",1,"None",603,"None","4",0,"None","2020"
7110,"house","house","129000","for sale",2,"122",1,"None",0,0,"None",1,"40",0,"None","2",0,"to be done up","1980"
9320,"apartment","apartment","305000","for sale",2,"110",1,"None",0,0,"None",1,"None",NA,"None","None",0,"good","2005"
4347,"house","house","245000","for sale",3,"140",1,"None",0,0,"None",0,"None",0,"None","3",0,"None","None"
6240,"apartment","apartment","166350","for sale",2,"75",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
4102,"house","house","125000","for sale",3,"None",0,"None",0,0,"None",0,"None",0,"None","2",0,"None","None"
5590,"apartment","apartment","139000","for sale",1,"59",1,"None",0,1,"1",0,"None",NA,"None","None",0,"good","None"
3980,"apartment","apartment","168000","for sale",2,"90",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","1978"
7540,"house","house","275000","for sale",3,"None",0,"None",0,0,"None",0,"None",874,"None","3",0,"None","None"
8430,"apartment","apartment","148000","for sale",2,"58",0,"None",0,1,"None",0,"None",NA,"None","None",0,"just renovated","1956"
3500,"house","house","239500","for sale",2,"210",1,"None",0,0,"None",0,"None",352,"None","3",0,"just renovated","1932"
1030,"house","mixed use building","490000","for sale",2,"150",1,"None",0,1,"None",0,"None",175,"None","2",0,"to be done up","None"
3140,"house","house","303012","for sale",3,"112",0,"None",0,0,"None",1,"None",360,"None","None",0,"as new","2020"
